steamid,appid,playtime_minutes
76561198011629606,501080,573
76561198011629606,504880,0
76561198011629606,524390,9
76561198011629606,534380,163
76561198011629606,548430,391
76561198011629606,552500,6801
76561198011629606,552520,1019
76561198011629606,553850,1098
76561198011629606,564310,0
76561198011629606,571310,0
76561198011629606,578080,3295
76561198011629606,582010,597
76561198011629606,594570,81
76561198011629606,594650,230
76561198011629606,601150,9
76561198011629606,606280,498
76561198011629606,606880,769
76561198011629606,611500,0
76561198011629606,623990,0
76561198011629606,637650,40
76561198011629606,654310,0
76561198011629606,668580,930
76561198011629606,671860,266
76561198011629606,677120,1870
76561198011629606,678950,268
76561198011629606,680420,706
76561198011629606,703080,99
76561198011629606,704270,92
76561198011629606,719040,55
76561198011629606,728880,402
76561198011629606,750920,594
76561198011629606,770720,0
76561198011629606,782330,83
76561198011629606,812140,549
76561198011629606,814380,47
76561198011629606,816090,0
76561198011629606,851850,554
76561198011629606,892970,0
76561198011629606,924970,220
76561198011629606,924980,418
76561198011629606,939960,0
76561198011629606,990080,2904
76561198011629606,1005240,0
76561198011629606,1058200,0
76561198011629606,1061910,0
76561198011629606,1063730,3925
76561198011629606,1086940,1276
76561198011629606,1088850,86
76561198011629606,1091500,6348
76561198011629606,1142710,1168
76561198011629606,1145360,77
76561198011629606,1151340,43
76561198011629606,1151640,2256
76561198011629606,1174180,79
76561198011629606,1182900,154
76561198011629606,1184370,74
76561198011629606,1222680,1372
76561198011629606,1229240,293
76561198011629606,1268750,84
76561198011629606,1272080,550
76561198011629606,1282100,59
76561198011629606,1285190,7871
76561198011629606,1313860,78
76561198011629606,1328670,51
76561198011629606,1332010,361
76561198011629606,1361210,1724
76561198011629606,1367550,0
76561198011629606,1449560,0
76561198011629606,1509960,93
76561198011629606,1517290,6315
76561198011629606,1522820,940
76561198011629606,1583230,19
76561198011629606,1593500,1657
76561198011629606,1604030,9049
76561198011629606,1621690,3009
76561198011629606,1669000,3098
76561198011629606,1716740,5137
76561198011629606,1771300,306
76561198011629606,1774580,403
76561198011629606,1845910,3051
76561198011629606,1903340,1310
76561198011629606,1938090,6815
76561198011629606,1966720,89
76561198011629606,1971650,41
76561198011629606,2183900,1410
76561198011629606,2186680,214
76561198011629606,2322010,1576
76561198011629606,2420110,1406
76561198011629606,2457220,1407
76561198011629606,2567870,260
76561198011629606,2623190,1901
76561198011629606,2807960,10841
76561198011629606,2849080,176
76561198011629606,3240220,0
76561198011629606,3595230,0
76561198093552652,10,0
76561198093552652,20,0
76561198093552652,30,0
76561198093552652,40,0
76561198093552652,50,0
76561198093552652,60,0
76561198093552652,70,0
76561198093552652,80,0
76561198093552652,100,0
76561198093552652,130,0
76561198093552652,220,0
76561198093552652,240,0
76561198093552652,280,0
76561198093552652,300,0
76561198093552652,320,0
76561198093552652,360,0
76561198093552652,400,0
76561198093552652,500,0
76561198093552652,550,163
76561198093552652,620,0
76561198093552652,730,2657
76561198093552652,2710,0
76561198093552652,2810,0
76561198093552652,2820,7081
76561198093552652,2870,675
76561198093552652,4560,232
76561198093552652,4570,0
76561198093552652,4580,0
76561198093552652,4920,62
76561198093552652,6800,0
76561198093552652,6830,0
76561198093552652,6840,0
76561198093552652,9310,0
76561198093552652,9340,0
76561198093552652,9450,0
76561198093552652,9710,24
76561198093552652,9760,0
76561198093552652,15620,0
76561198093552652,16700,3
76561198093552652,17300,0
76561198093552652,17330,0
76561198093552652,17340,0
76561198093552652,17480,0
76561198093552652,20500,259
76561198093552652,20540,0
76561198093552652,20570,0
76561198093552652,21000,0
76561198093552652,23490,0
76561198093552652,24790,0
76561198093552652,24800,0
76561198093552652,24810,0
76561198093552652,33250,540
76561198093552652,33350,86
76561198093552652,33520,0
76561198093552652,33530,0
76561198093552652,35140,0
76561198093552652,35450,0
76561198093552652,35700,0
76561198093552652,40950,0
76561198093552652,40960,1
76561198093552652,40970,0
76561198093552652,40980,0
76561198093552652,47400,1467
76561198093552652,47700,0
76561198093552652,48000,0
76561198093552652,49520,3249
76561198093552652,50130,0
76561198093552652,56400,0
76561198093552652,57300,0
76561198093552652,57600,0
76561198093552652,57690,0
76561198093552652,97100,0
76561198093552652,105450,0
76561198093552652,105600,228
76561198093552652,108600,0
76561198093552652,108800,0
76561198093552652,113020,0
76561198093552652,200260,0
76561198093552652,200510,0
76561198093552652,201310,1360
76561198093552652,201790,761
76561198093552652,204360,0
76561198093552652,206190,428
76561198093552652,208650,4253
76561198093552652,209000,0
76561198093552652,211820,0
76561198093552652,213330,0
76561198093552652,214510,0
76561198093552652,214950,0
76561198093552652,216090,0
76561198093552652,218620,1531
76561198093552652,219740,0
76561198093552652,219990,0
76561198093552652,220200,100
76561198093552652,221100,4749
76561198093552652,221380,239
76561198093552652,221680,381
76561198093552652,225080,0
76561198093552652,226840,0
76561198093552652,227300,0
76561198093552652,228200,742
76561198093552652,230190,273
76561198093552652,231430,0
76561198093552652,232790,0
76561198093552652,232890,170
76561198093552652,233450,2918
76561198093552652,236870,0
76561198093552652,237930,0
76561198093552652,238460,0
76561198093552652,239090,0
76561198093552652,239200,0
76561198093552652,240760,0
76561198093552652,242640,0
76561198093552652,242760,0
76561198093552652,242920,2481
76561198093552652,243470,650
76561198093552652,244160,0
76561198093552652,244850,197334
76561198093552652,245170,0
76561198093552652,245620,2177
76561198093552652,248390,3
76561198093552652,249130,0
76561198093552652,251570,1114
76561198093552652,252490,0
76561198093552652,252950,25218
76561198093552652,255710,23216
76561198093552652,256290,647
76561198093552652,257850,0
76561198093552652,259130,0
76561198093552652,260730,2174
76561198093552652,261640,0
76561198093552652,262060,472
76561198093552652,264710,0
76561198093552652,266310,0
76561198093552652,267490,0
76561198093552652,267530,0
76561198093552652,268500,0
76561198093552652,271590,5958
76561198093552652,275850,0
76561198093552652,281990,2562
76561198093552652,282070,539
76561198093552652,283160,0
76561198093552652,285160,0
76561198093552652,286000,0
76561198093552652,286160,414
76561198093552652,288470,0
76561198093552652,289070,0
76561198093552652,292030,627
76561198093552652,294370,0
76561198093552652,304390,0
76561198093552652,304430,0
76561198093552652,304650,0
76561198093552652,305620,0
76561198093552652,313690,0
76561198093552652,320040,0
76561198093552652,320240,124
76561198093552652,320300,0
76561198093552652,322110,0
76561198093552652,322330,551
76561198093552652,322500,0
76561198093552652,323190,1539
76561198093552652,323220,0
76561198093552652,327070,0
76561198093552652,329130,3506
76561198093552652,332310,0
76561198093552652,334940,0
76561198093552652,336300,0
76561198093552652,346110,123
76561198093552652,349730,0
76561198093552652,352400,0
76561198093552652,355790,0
76561198093552652,359320,915
76561198093552652,359840,0
76561198093552652,360430,0
76561198093552652,361420,0
76561198093552652,363950,0
76561198093552652,364360,0
76561198093552652,366090,0
76561198093552652,367540,0
76561198093552652,368500,0
76561198093552652,370480,0
76561198093552652,371970,0
76561198093552652,374320,0
76561198093552652,379720,0
76561198093552652,381120,0
76561198093552652,383120,400
76561198093552652,384310,0
76561198093552652,386940,0
76561198093552652,391220,0
76561198093552652,392110,0
76561198093552652,392160,69
76561198093552652,397540,0
76561198093552652,397950,0
76561198093552652,403640,0
76561198093552652,404540,0
76561198093552652,404730,956
76561198093552652,405310,0
76561198093552652,407530,0
76561198093552652,408410,0
76561198093552652,410110,0
76561198093552652,410700,0
76561198093552652,410710,0
76561198093552652,412020,0
76561198093552652,417200,0
76561198093552652,418240,935
76561198093552652,418270,33
76561198093552652,418670,0
76561198093552652,424840,0
76561198093552652,427520,887
76561198093552652,431240,81
76561198093552652,437920,27
76561198093552652,438640,0
76561198093552652,442070,0
76561198093552652,445190,0
76561198093552652,445220,0
76561198093552652,445980,0
76561198093552652,447020,0
76561198093552652,448510,0
76561198093552652,449960,0
76561198093552652,457140,0
76561198093552652,464920,47
76561198093552652,465200,0
76561198093552652,466560,1321
76561198093552652,474960,0
76561198093552652,480490,0
76561198093552652,483330,920
76561198093552652,489630,0
76561198093552652,492720,12
76561198093552652,493340,0
76561198093552652,495560,0
76561198093552652,497700,0
76561198093552652,498240,0
76561198093552652,503560,0
76561198093552652,508740,0
76561198093552652,516110,0
76561198093552652,520720,0
76561198093552652,521880,0
76561198093552652,523650,0
76561198093552652,526870,36786
76561198093552652,527230,0
76561198093552652,527430,0
76561198093552652,530320,0
76561198093552652,530930,0
76561198093552652,544610,0
76561198093552652,546430,0
76561198093552652,548430,180
76561198093552652,552500,0
76561198093552652,552520,0
76561198093552652,555150,0
76561198093552652,559650,0
76561198093552652,571740,0
76561198093552652,572890,0
76561198093552652,573110,0
76561198093552652,579720,0
76561198093552652,581320,0
76561198093552652,582660,0
76561198093552652,588650,0
76561198093552652,594570,0
76561198093552652,597820,0
76561198093552652,598780,0
76561198093552652,600130,0
76561198093552652,602960,0
76561198093552652,607050,0
76561198093552652,610370,0
76561198093552652,616520,0
76561198093552652,621060,0
76561198093552652,622890,0
76561198093552652,631770,0
76561198093552652,636070,0
76561198093552652,637090,29
76561198093552652,638070,0
76561198093552652,640590,0
76561198093552652,645630,0
76561198093552652,646570,0
76561198093552652,647830,0
76561198093552652,648800,0
76561198093552652,654310,0
76561198093552652,654880,0
76561198093552652,667720,0
76561198093552652,671440,0
76561198093552652,673880,0
76561198093552652,680360,0
76561198093552652,701160,0
76561198093552652,703080,0
76561198093552652,704270,0
76561198093552652,718650,0
76561198093552652,723100,0
76561198093552652,726110,0
76561198093552652,748300,0
76561198093552652,755470,0
76561198093552652,763890,0
76561198093552652,774861,0
76561198093552652,780310,1443
76561198093552652,785890,0
76561198093552652,790060,0
76561198093552652,793460,0
76561198093552652,812140,0
76561198093552652,813630,0
76561198093552652,813780,2790
76561198093552652,814380,0
76561198093552652,815370,0
76561198093552652,818320,0
76561198093552652,826630,0
76561198093552652,828740,0
76561198093552652,829110,0
76561198093552652,834450,0
76561198093552652,844260,0
76561198093552652,846030,0
76561198093552652,847370,0
76561198093552652,861540,0
76561198093552652,867400,0
76561198093552652,871530,0
76561198093552652,873940,0
76561198093552652,877810,0
76561198093552652,880940,101
76561198093552652,881320,0
76561198093552652,882100,0
76561198093552652,892970,9909
76561198093552652,916100,0
76561198093552652,916440,0
76561198093552652,920210,0
76561198093552652,924970,0
76561198093552652,938560,0
76561198093552652,939100,0
76561198093552652,945360,619
76561198093552652,949230,357
76561198093552652,962130,449
76561198093552652,963000,0
76561198093552652,976730,1151
76561198093552652,979070,0
76561198093552652,979690,0
76561198093552652,987840,0
76561198093552652,996580,0
76561198093552652,998740,0
76561198093552652,999220,0
76561198093552652,1016120,0
76561198093552652,1016790,0
76561198093552652,1016920,62
76561198093552652,1018830,484
76561198093552652,1026420,0
76561198093552652,1030830,0
76561198093552652,1030840,0
76561198093552652,1045120,0
76561198093552652,1048540,0
76561198093552652,1054430,0
76561198093552652,1062090,3851
76561198093552652,1062830,0
76561198093552652,1068600,0
76561198093552652,1069030,0
76561198093552652,1078760,0
76561198093552652,1095120,0
76561198093552652,1101140,0
76561198093552652,1103730,0
76561198093552652,1113120,0
76561198093552652,1129580,0
76561198093552652,1140290,0
76561198093552652,1142080,0
76561198093552652,1142710,0
76561198093552652,1145360,0
76561198093552652,1150440,0
76561198093552652,1154810,0
76561198093552652,1159690,128
76561198093552652,1161580,78
76561198093552652,1172380,839
76561198093552652,1172620,752
76561198093552652,1191900,0
76561198093552652,1206610,67
76561198093552652,1207400,0
76561198093552652,1211540,0
76561198093552652,1212100,0
76561198093552652,1212170,0
76561198093552652,1213210,73
76561198093552652,1215410,0
76561198093552652,1218790,0
76561198093552652,1218890,0
76561198093552652,1218920,0
76561198093552652,1222140,0
76561198093552652,1222730,0
76561198093552652,1229580,0
76561198093552652,1232010,0
76561198093552652,1237970,0
76561198093552652,1266030,0
76561198093552652,1268750,0
76561198093552652,1278190,0
76561198093552652,1281630,0
76561198093552652,1285670,0
76561198093552652,1326470,237
76561198093552652,1332010,571
76561198093552652,1366540,554
76561198093552652,1369760,0
76561198093552652,1380060,0
76561198093552652,1404210,0
76561198093552652,1422450,0
76561198093552652,1433860,0
76561198093552652,1449560,0
76561198093552652,1465460,491
76561198093552652,1522820,0
76561198093552652,1549970,0
76561198093552652,1580780,47
76561198093552652,1580790,1
76561198093552652,1604030,0
76561198093552652,1631270,0
76561198093552652,1641890,0
76561198093552652,2149010,0
76561198093552652,2229830,0
76561198093552652,2229840,0
76561198093552652,2229850,0
76561198093552652,2229870,0
76561198093552652,2229880,0
76561198093552652,2229890,0
76561198093552652,2380050,0
76561198093552652,2521380,0
76561198093552652,2543510,0
76561198093552652,2732960,0
76561198093552652,3164500,0
76561198093552652,3240220,0
76561198093552652,3556750,851
76561197967261296,10,29
76561197967261296,20,0
76561197967261296,30,0
76561197967261296,40,0
76561197967261296,50,0
76561197967261296,60,0
76561197967261296,70,0
76561197967261296,80,44
76561197967261296,100,0
76561197967261296,130,320
76561197967261296,220,44
76561197967261296,240,764
76561197967261296,300,627
76561197967261296,320,0
76561197967261296,360,0
76561197967261296,440,565
76561197967261296,550,170
76561197967261296,570,11
76561197967261296,620,74
76561197967261296,730,19932
76561197967261296,1200,0
76561197967261296,1230,0
76561197967261296,1280,0
76561197967261296,2100,0
76561197967261296,2130,0
76561197967261296,2400,0
76561197967261296,2430,0
76561197967261296,2630,20
76561197967261296,41500,10
76561197967261296,203160,0
76561197967261296,222880,670
76561197967261296,255710,351
76561197967261296,464920,515
76561197967261296,686810,2021
76561198110809276,10,0
76561198110809276,20,0
76561198110809276,30,0
76561198110809276,40,0
76561198110809276,50,0
76561198110809276,60,0
76561198110809276,70,0
76561198110809276,80,0
76561198110809276,100,0
76561198110809276,130,0
76561198110809276,220,0
76561198110809276,240,0
76561198110809276,280,0
76561198110809276,300,0
76561198110809276,320,0
76561198110809276,360,0
76561198110809276,400,0
76561198110809276,440,0
76561198110809276,500,0
76561198110809276,550,0
76561198110809276,620,0
76561198110809276,730,0
76561198110809276,4000,0
76561198110809276,4560,0
76561198110809276,6800,0
76561198110809276,6810,0
76561198110809276,6830,0
76561198110809276,6840,0
76561198110809276,6850,0
76561198110809276,6860,0
76561198110809276,6900,0
76561198110809276,9340,0
76561198110809276,15160,0
76561198110809276,17390,0
76561198110809276,20540,0
76561198110809276,49520,0
76561198110809276,203140,0
76561198110809276,205930,0
76561198110809276,221100,0
76561198110809276,221380,0
76561198110809276,228200,0
76561198110809276,230290,0
76561198110809276,231430,0
76561198110809276,233720,0
76561198110809276,242760,0
76561198110809276,247430,0
76561198110809276,261640,0
76561198110809276,263760,0
76561198110809276,264710,0
76561198110809276,284160,0
76561198110809276,286690,0
76561198110809276,287200,0
76561198110809276,287390,0
76561198110809276,311210,0
76561198110809276,332570,0
76561198110809276,377160,0
76561198110809276,429050,0
76561198110809276,460930,0
76561198110809276,489830,0
76561198110809276,493340,0
76561198110809276,521890,0
76561198110809276,564530,0
76561198110809276,582010,0
76561198110809276,585420,0
76561198110809276,613880,0
76561198110809276,646910,0
76561198110809276,648800,0
76561198110809276,739630,0
76561198110809276,747660,0
76561198110809276,813780,0
76561198110809276,851850,0
76561198110809276,892970,0
76561198110809276,945360,0
76561198110809276,962130,0
76561198110809276,1063730,0
76561198110809276,1118200,0
76561198110809276,1144200,0
76561198110809276,1167630,0
76561198110809276,1172620,0
76561198110809276,1326470,0
76561198110809276,1466860,0
76561198110809276,1559680,0
76561198110809276,1966720,0
76561198110809276,2338770,0
76561198110809276,2570210,0
76561198110809276,3164500,0
76561198110809276,3241660,0
76561198110809276,3527290,0
76561197996163135,70,0
76561197996163135,220,26
76561197996163135,240,798
76561197996163135,300,0
76561197996163135,320,47
76561197996163135,360,0
76561197996163135,400,37
76561197996163135,440,648465
76561197996163135,500,1808
76561197996163135,550,5167
76561197996163135,570,37
76561197996163135,620,33
76561197996163135,730,138
76561197996163135,1200,0
76561197996163135,1230,0
76561197996163135,1250,330
76561197996163135,1280,0
76561197996163135,2200,16
76561197996163135,2310,0
76561197996163135,2350,0
76561197996163135,2760,49
76561197996163135,3590,0
76561197996163135,3700,42
76561197996163135,4000,172
76561197996163135,4500,1
76561197996163135,4540,280
76561197996163135,4550,3112
76561197996163135,4560,1351
76561197996163135,4700,0
76561197996163135,4760,0
76561197996163135,4770,0
76561197996163135,6200,7
76561197996163135,6550,0
76561197996163135,6570,0
76561197996163135,6800,0
76561197996163135,6810,0
76561197996163135,6830,0
76561197996163135,6840,0
76561197996163135,7670,720
76561197996163135,7970,28
76561197996163135,8080,98
76561197996163135,8140,210
76561197996163135,8190,52
76561197996163135,8850,260
76561197996163135,8870,0
76561197996163135,8930,104
76561197996163135,8980,4356
76561197996163135,9200,271
76561197996163135,9340,99
76561197996163135,9480,0
76561197996163135,9500,0
76561197996163135,9940,170
76561197996163135,10180,690
76561197996163135,10190,1915
76561197996163135,10500,59
76561197996163135,11390,0
76561197996163135,12120,0
76561197996163135,12210,0
76561197996163135,12250,0
76561197996163135,12750,512
76561197996163135,12830,15
76561197996163135,12840,854
76561197996163135,12900,0
76561197996163135,13200,0
76561197996163135,13210,57
76561197996163135,13230,0
76561197996163135,13240,0
76561197996163135,13250,0
76561197996163135,13540,0
76561197996163135,13570,70
76561197996163135,15100,0
76561197996163135,15120,595
76561197996163135,15520,43
76561197996163135,15620,0
76561197996163135,16450,218
76561197996163135,17300,29
76561197996163135,17330,0
76561197996163135,17340,0
76561197996163135,18700,0
76561197996163135,19680,170
76561197996163135,19830,33
76561197996163135,19840,0
76561197996163135,19900,638
76561197996163135,19980,0
76561197996163135,20500,398
76561197996163135,20510,0
76561197996163135,20540,0
76561197996163135,20570,0
76561197996163135,20900,151
76561197996163135,20920,0
76561197996163135,21090,0
76561197996163135,21100,0
76561197996163135,21110,0
76561197996163135,21120,0
76561197996163135,21660,715
76561197996163135,21690,0
76561197996163135,21760,1
76561197996163135,21900,471
76561197996163135,21910,0
76561197996163135,21980,133
76561197996163135,22000,169
76561197996163135,22350,1440
76561197996163135,22370,25
76561197996163135,22380,0
76561197996163135,22610,212
76561197996163135,22650,0
76561197996163135,23310,1419
76561197996163135,23490,151
76561197996163135,24240,791
76561197996163135,24780,0
76561197996163135,24960,4882
76561197996163135,25700,174
76561197996163135,26500,673
76561197996163135,26800,0
76561197996163135,28000,85
76561197996163135,28050,57
76561197996163135,31270,0
76561197996163135,31280,204
76561197996163135,31700,1028
76561197996163135,33220,1013
76561197996163135,33230,0
76561197996163135,33440,0
76561197996163135,33910,31
76561197996163135,33930,89
76561197996163135,34190,0
76561197996163135,34270,193
76561197996163135,34830,434
76561197996163135,35130,205
76561197996163135,35140,156
76561197996163135,35420,6
76561197996163135,35450,63
76561197996163135,35510,0
76561197996163135,35700,60
76561197996163135,36000,122
76561197996163135,36700,37
76561197996163135,37800,11
76561197996163135,38600,18
76561197996163135,38700,0
76561197996163135,38720,0
76561197996163135,38740,0
76561197996163135,40100,785
76561197996163135,41000,19
76561197996163135,41010,0
76561197996163135,41050,0
76561197996163135,41060,0
76561197996163135,41700,0
76561197996163135,42120,437
76561197996163135,42650,91
76561197996163135,42680,104
76561197996163135,42690,0
76561197996163135,42700,53
76561197996163135,42710,0
76561197996163135,42910,156
76561197996163135,43160,3
76561197996163135,44320,339
76561197996163135,44340,16
76561197996163135,44350,52
76561197996163135,45500,37
76561197996163135,45740,9
76561197996163135,45760,45
76561197996163135,47870,50
76561197996163135,48180,298
76561197996163135,48190,25
76561197996163135,49520,3581
76561197996163135,50130,0
76561197996163135,50300,28
76561197996163135,50400,85
76561197996163135,50620,238
76561197996163135,50650,8
76561197996163135,55110,130
76561197996163135,55230,0
76561197996163135,56400,53
76561197996163135,57200,0
76561197996163135,57690,0
76561197996163135,57900,0
76561197996163135,58200,0
76561197996163135,62000,42
76561197996163135,63000,40
76561197996163135,63200,75
76561197996163135,63380,0
76561197996163135,63700,4
76561197996163135,65800,905
76561197996163135,65930,20
76561197996163135,67370,17
76561197996163135,70400,104
76561197996163135,70620,73
76561197996163135,72850,8161
76561197996163135,90500,19
76561197996163135,91600,435
76561197996163135,96800,79
76561197996163135,97100,380
76561197996163135,98400,0
76561197996163135,104900,0
76561197996163135,105430,1581
76561197996163135,105450,433
76561197996163135,105600,6672
76561197996163135,107100,36
76561197996163135,107410,39
76561197996163135,113200,0
76561197996163135,200260,0
76561197996163135,200510,6
76561197996163135,200710,0
76561197996163135,201700,0
76561197996163135,201790,0
76561197996163135,201810,71
76561197996163135,201870,0
76561197996163135,202970,24
76561197996163135,202990,0
76561197996163135,203160,0
76561197996163135,203680,0
76561197996163135,204100,91
76561197996163135,204450,96
76561197996163135,205100,0
76561197996163135,205270,30
76561197996163135,205550,13
76561197996163135,206420,0
76561197996163135,207210,118
76561197996163135,207320,56
76561197996163135,207890,7
76561197996163135,208650,0
76561197996163135,208670,0
76561197996163135,209000,0
76561197996163135,209270,0
76561197996163135,209730,0
76561197996163135,211400,0
76561197996163135,212630,497
76561197996163135,212680,0
76561197996163135,212910,0
76561197996163135,214510,169
76561197996163135,214870,0
76561197996163135,215530,150
76561197996163135,216370,0
76561197996163135,218620,171
76561197996163135,219640,0
76561197996163135,219780,0
76561197996163135,219990,305
76561197996163135,220240,265
76561197996163135,220440,203
76561197996163135,221040,0
76561197996163135,221380,0
76561197996163135,222140,50
76561197996163135,222480,290
76561197996163135,222880,38
76561197996163135,222940,4
76561197996163135,223100,118
76561197996163135,224540,20
76561197996163135,225080,0
76561197996163135,225760,0
76561197996163135,226720,0
76561197996163135,226840,0
76561197996163135,227300,18
76561197996163135,227560,0
76561197996163135,227780,0
76561197996163135,228200,0
76561197996163135,230230,16
76561197996163135,232090,214
76561197996163135,233130,0
76561197996163135,234630,37
76561197996163135,234710,117
76561197996163135,235600,0
76561197996163135,236430,36
76561197996163135,236730,0
76561197996163135,236830,0
76561197996163135,238090,19
76561197996163135,239140,0
76561197996163135,239350,0
76561197996163135,241560,101
76561197996163135,241930,542
76561197996163135,242640,0
76561197996163135,242760,531
76561197996163135,243470,285
76561197996163135,243800,41
76561197996163135,244210,113
76561197996163135,246900,91
76561197996163135,247730,8
76561197996163135,248820,5
76561197996163135,249130,0
76561197996163135,249230,0
76561197996163135,250180,110
76561197996163135,250400,0
76561197996163135,250640,0
76561197996163135,251570,0
76561197996163135,252490,16
76561197996163135,252950,449
76561197996163135,254080,0
76561197996163135,254440,442
76561197996163135,254700,0
76561197996163135,255220,0
76561197996163135,255480,85
76561197996163135,255520,0
76561197996163135,255710,0
76561197996163135,256190,0
76561197996163135,256330,10
76561197996163135,256390,10
76561197996163135,257790,0
76561197996163135,261110,0
76561197996163135,261640,0
76561197996163135,263300,6
76561197996163135,263740,0
76561197996163135,264200,0
76561197996163135,265210,0
76561197996163135,267490,0
76561197996163135,268750,0
76561197996163135,270550,86
76561197996163135,272040,33
76561197996163135,272470,0
76561197996163135,274190,0
76561197996163135,274250,4
76561197996163135,278080,2215
76561197996163135,278360,0
76561197996163135,280740,0
76561197996163135,282070,0
76561197996163135,282440,10
76561197996163135,282800,0
76561197996163135,282900,39
76561197996163135,283680,79
76561197996163135,286690,0
76561197996163135,287290,0
76561197996163135,287390,0
76561197996163135,289130,0
76561197996163135,292030,578
76561197996163135,292120,74
76561197996163135,292140,0
76561197996163135,298520,0
76561197996163135,299480,0
76561197996163135,299720,0
76561197996163135,300380,0
76561197996163135,301860,0
76561197996163135,301910,0
76561197996163135,302270,260
76561197996163135,304390,22
76561197996163135,307430,5
76561197996163135,307690,0
76561197996163135,311340,0
76561197996163135,312780,23
76561197996163135,313390,0
76561197996163135,321040,0
76561197996163135,326340,0
76561197996163135,326410,0
76561197996163135,328070,53
76561197996163135,331870,0
76561197996163135,333250,0
76561197996163135,333600,0
76561197996163135,335300,0
76561197996163135,340170,371
76561197996163135,342300,8
76561197996163135,345080,0
76561197996163135,345350,0
76561197996163135,345660,7
76561197996163135,346110,26
76561197996163135,346730,10
76561197996163135,348470,2032
76561197996163135,351710,0
76561197996163135,353270,0
76561197996163135,353640,9
76561197996163135,355790,0
76561197996163135,356190,775
76561197996163135,357190,21
76561197996163135,359550,1488
76561197996163135,359870,92
76561197996163135,360740,0
76561197996163135,360940,11
76561197996163135,364930,0
76561197996163135,365660,0
76561197996163135,367000,0
76561197996163135,367500,56
76561197996163135,368070,345
76561197996163135,373420,27
76561197996163135,377160,20
76561197996163135,378750,13
76561197996163135,379430,0
76561197996163135,379720,271
76561197996163135,381210,1031
76561197996163135,384690,0
76561197996163135,384700,0
76561197996163135,385800,0
76561197996163135,388410,0
76561197996163135,391220,59
76561197996163135,394690,0
76561197996163135,399820,0
76561197996163135,400170,0
76561197996163135,403640,0
76561197996163135,405900,0
76561197996163135,406150,0
76561197996163135,407530,0
76561197996163135,409710,15
76561197996163135,409720,0
76561197996163135,410850,92
76561197996163135,412020,0
76561197996163135,414340,0
76561197996163135,420110,0
76561197996163135,431960,10
76561197996163135,433340,461
76561197996163135,434650,72
76561197996163135,440900,0
76561197996163135,447040,0
76561197996163135,449540,0
76561197996163135,450500,0
76561197996163135,450670,0
76561197996163135,458830,0
76561197996163135,460790,0
76561197996163135,460920,817
76561197996163135,462780,0
76561197996163135,467930,0
76561197996163135,468920,443
76561197996163135,469820,0
76561197996163135,475150,0
76561197996163135,476360,14
76561197996163135,477770,22
76561197996163135,480490,0
76561197996163135,489520,0
76561197996163135,518790,8979
76561197996163135,548430,160
76561197996163135,552500,5456
76561197996163135,552970,0
76561197996163135,562410,10
76561197996163135,564310,0
76561197996163135,571530,0
76561197996163135,578080,761
76561197996163135,582010,62
76561197996163135,582660,0
76561197996163135,583930,0
76561197996163135,589360,83
76561197996163135,595520,30
76561197996163135,604240,0
76561197996163135,611500,62
76561197996163135,613100,0
76561197996163135,614570,0
76561197996163135,621060,443
76561197996163135,623990,0
76561197996163135,626610,63
76561197996163135,632360,28
76561197996163135,635730,0
76561197996163135,637650,1061
76561197996163135,638650,547
76561197996163135,639790,0
76561197996163135,644570,0
76561197996163135,646910,0
76561197996163135,651150,0
76561197996163135,654310,0
76561197996163135,657200,37
76561197996163135,665120,3
76561197996163135,667720,0
76561197996163135,674020,507
76561197996163135,681280,40
76561197996163135,684410,0
76561197996163135,704270,0
76561197996163135,704850,0
76561197996163135,711540,33
76561197996163135,729040,0
76561197996163135,732370,16
76561197996163135,738540,14
76561197996163135,747350,0
76561197996163135,756600,6
76561197996163135,774241,0
76561197996163135,786520,11
76561197996163135,798460,0
76561197996163135,842810,0
76561197996163135,851850,0
76561197996163135,861650,0
76561197996163135,877280,0
76561197996163135,878750,16
76561197996163135,896440,0
76561197996163135,924140,0
76561197996163135,924970,427
76561197996163135,931180,0
76561197996163135,939510,290
76561197996163135,945360,3
76561197996163135,950670,0
76561197996163135,960090,0
76561197996163135,963690,0
76561197996163135,966720,8
76561197996163135,967050,0
76561197996163135,990080,132
76561197996163135,993090,0
76561197996163135,998930,0
76561197996163135,1016920,49
76561197996163135,1030830,0
76561197996163135,1046030,5
76561197996163135,1062830,110
76561197996163135,1101140,0
76561197996163135,1110910,29
76561197996163135,1114130,17
76561197996163135,1149660,0
76561197996163135,1151640,64
76561197996163135,1160490,122
76561197996163135,1172380,0
76561197996163135,1190170,24
76561197996163135,1192610,0
76561197996163135,1206610,13
76561197996163135,1217060,290
76561197996163135,1222680,0
76561197996163135,1222690,40
76561197996163135,1222730,2
76561197996163135,1227690,0
76561197996163135,1237950,53
76561197996163135,1237970,49
76561197996163135,1237980,0
76561197996163135,1238040,0
76561197996163135,1238810,28
76561197996163135,1238840,0
76561197996163135,1238860,133
76561197996163135,1247360,0
76561197996163135,1274570,0
76561197996163135,1282690,0
76561197996163135,1307550,250
76561197996163135,1361670,0
76561197996163135,1408610,0
76561197996163135,1422450,0
76561197996163135,1449560,0
76561197996163135,1506510,14
76561197996163135,1603180,0
76561197996163135,1722020,108
76561197996163135,1755910,0
76561197996163135,2001570,9
