user_steamid,friend_steamid
76561197994839969,76561198069826160
76561197994839969,76561198071938772
76561197994839969,76561198073061664
76561197994839969,76561198077249327
76561197994839969,76561198077670634
76561197994839969,76561198082277710
76561197994839969,76561198090969280
76561197994839969,76561198093838033
76561197994839969,76561198094972113
76561197994839969,76561198104864400
76561197994839969,76561198107635138
76561197994839969,76561198113936877
76561197994839969,76561198119199983
76561197994839969,76561198122816967
76561197994839969,76561198125497670
76561197994839969,76561198127982009
76561197994839969,76561198132374677
76561197994839969,76561198142220975
76561197994839969,76561198143976528
76561197994839969,76561198144381073
76561197994839969,76561198168267841
76561197994839969,76561198170212326
76561197994839969,76561198171789051
76561197994839969,76561198181359951
76561197994839969,76561198199392686
76561197994839969,76561198201857938
76561197994839969,76561198205597540
76561197994839969,76561198206343277
76561197994839969,76561198208730845
76561197994839969,76561198243605160
76561197994839969,76561198262725509
76561197994839969,76561198262743886
76561197994839969,76561198262762166
76561197994839969,76561198263685425
76561197994839969,76561198274490238
76561197994839969,76561198281198045
76561197994839969,76561198296103690
76561197994839969,76561198329667753
76561197994839969,76561198353772210
76561197994839969,76561198358553170
76561197994839969,76561198368205255
76561197994839969,76561198375885736
76561197994839969,76561198407324989
76561197994839969,76561198429927331
76561197994839969,76561198881999392
76561197994839969,76561199027808526
76561197994839969,76561199092461724
76561197994839969,76561199103897909
76561197994839969,76561199126819540
76561197972380369,76561197960340947
76561197972380369,76561197960501747
76561197972380369,76561197960711906
76561197972380369,76561197964127215
76561197972380369,76561197965128167
76561197972380369,76561197966485747
76561197972380369,76561197966611349
76561197972380369,76561197966910644
76561197972380369,76561197967438584
76561197972380369,76561197968265652
76561197972380369,76561197968851363
76561197972380369,76561197969228394
76561197972380369,76561197969354558
76561197972380369,76561197970053145
76561197972380369,76561197970310193
76561197972380369,76561197970390304
76561197972380369,76561197970551918
76561197972380369,76561197970583217
76561197972380369,76561197970619128
76561197972380369,76561197970784708
76561197972380369,76561197970986251
76561197972380369,76561197971284605
76561197972380369,76561197971459174
76561197972380369,76561197971473313
76561197972380369,76561197971515388
76561197972380369,76561197971579500
76561197972380369,76561197971834997
76561197972380369,76561197971940662
76561197972380369,76561197972065921
76561197972380369,76561197972120814
76561197972380369,76561197972225292
76561197972380369,76561197972366693
76561197972380369,76561197972430889
76561197972380369,76561197972486169
76561197972380369,76561197972643057
76561197972380369,76561197972710500
76561197972380369,76561197972883633
76561197972380369,76561197972957097
76561197972380369,76561197975954454
76561197972380369,76561197976751434
76561197972380369,76561197977308802
76561197972380369,76561197977819902
76561197972380369,76561197977953931
76561197972380369,76561197978409524
76561197972380369,76561197978898659
76561197972380369,76561197979011067
76561197972380369,76561197979180122
76561197972380369,76561197979942872
76561197972380369,76561197980949058
76561197972380369,76561197981716769
76561197972380369,76561197983354677
76561197972380369,76561197984198092
76561197972380369,76561197984453766
76561197972380369,76561197984983833
76561197972380369,76561197989703119
76561197972380369,76561197990252780
76561197972380369,76561197990332421
76561197972380369,76561197992175746
76561197972380369,76561197992222734
76561197972380369,76561197992410561
76561197972380369,76561197992545999
76561197972380369,76561197992797137
76561197972380369,76561197992826872
76561197972380369,76561197993389220
76561197972380369,76561197994534219
76561197972380369,76561197995513957
76561197972380369,76561197995615965
76561197972380369,76561197996403583
76561197972380369,76561197997016599
76561197972380369,76561197997119746
76561197972380369,76561197997959045
76561197972380369,76561197997986643
76561197972380369,76561197998398114
76561197972380369,76561197998847715
76561197972380369,76561197999520149
76561197972380369,76561198000873507
76561197972380369,76561198002256773
76561197972380369,76561198002641716
76561197972380369,76561198002681227
76561197972380369,76561198002729655
76561197972380369,76561198003060197
76561197972380369,76561198003147014
76561197972380369,76561198003180093
76561197972380369,76561198004055130
76561197972380369,76561198004544533
76561197972380369,76561198004594504
76561197972380369,76561198005381234
76561197972380369,76561198005461052
76561197972380369,76561198006597604
76561197972380369,76561198006737878
76561197972380369,76561198006920662
76561197972380369,76561198006952730
76561197972380369,76561198006999498
76561197972380369,76561198007426662
76561197972380369,76561198007737451
76561197972380369,76561198008221709
76561197972380369,76561198010352934
76561197972380369,76561198012061955
76561197972380369,76561198014139881
76561197972380369,76561198014648948
76561197972380369,76561198014927539
76561197972380369,76561198016242191
76561197972380369,76561198017422497
76561197972380369,76561198019038892
76561197972380369,76561198019642282
76561197972380369,76561198019691319
76561197972380369,76561198019831876
76561197972380369,76561198020653440
76561197972380369,76561198023701513
76561197972380369,76561198025105694
76561197972380369,76561198025116729
76561197972380369,76561198025128584
76561197972380369,76561198025174741
76561197972380369,76561198026230496
76561197972380369,76561198027143599
76561197972380369,76561198027357349
76561197972380369,76561198027905541
76561197972380369,76561198030052329
76561197972380369,76561198030586917
76561197972380369,76561198032396966
76561197972380369,76561198035657746
76561197972380369,76561198036183493
76561197972380369,76561198036320650
76561197972380369,76561198038163630
76561197972380369,76561198038228875
76561197972380369,76561198043823160
76561197972380369,76561198049448901
76561197972380369,76561198053227288
76561197972380369,76561198064675174
76561197972380369,76561198071598352
76561197972380369,76561198072926437
76561197972380369,76561198082233121
76561197972380369,76561198082438794
76561197972380369,76561198085162391
76561197972380369,76561198088126753
76561197972380369,76561198099537009
76561197972380369,76561198400174593
76561197972380369,76561198844346261
76561197972380369,76561199155828433
76561198263564708,76561198000171725
76561198263564708,76561198016263482
76561198263564708,76561198018846128
76561198263564708,76561198020819597
76561198263564708,76561198033406772
76561198263564708,76561198065247287
76561198263564708,76561198109425210
76561198263564708,76561198134136642
76561198263564708,76561198148751773
76561198263564708,76561198166116648
76561198263564708,76561198169799231
76561198263564708,76561198179924393
76561198263564708,76561198214185183
76561198263564708,76561198224977332
76561198263564708,76561198280495810
76561198263564708,76561198334888227
76561197992826872,76561197967438584
76561197992826872,76561197969228394
76561197992826872,76561197970398878
76561197992826872,76561197970583217
76561197992826872,76561197971459174
76561197992826872,76561197971940662
76561197992826872,76561197972136215
76561197992826872,76561197972380369
76561197992826872,76561197972486169
76561197992826872,76561197979011067
76561197992826872,76561197984788980
76561197992826872,76561197984983833
76561197992826872,76561197995513957
76561197992826872,76561197998847715
76561197992826872,76561198002256773
76561197992826872,76561198006326706
76561197992826872,76561198007625732
76561197992826872,76561198007652738
76561197992826872,76561198007737451
76561197992826872,76561198012519128
76561197992826872,76561198014139881
76561197992826872,76561198014927539
76561197992826872,76561198020764830
76561197992826872,76561198021695403
76561197992826872,76561198022880809
76561197992826872,76561198025174741
76561197992826872,76561198032396966
76561197992826872,76561198033015448
76561197992826872,76561198034472284
76561197992826872,76561198035657746
76561197992826872,76561198054396234
76561197992826872,76561198055901845
76561197992826872,76561198076706446
76561197992826872,76561198124607538
76561197992826872,76561198168065900
76561197992826872,76561198908903271
76561197992826872,76561199497204705
76561198362520139,76561197964856169
76561198362520139,76561197965444232
76561198362520139,76561197973685565
76561198362520139,76561197977584422
76561198362520139,76561197981168606
76561198362520139,76561197986872303
